Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2008
Nomemapa=c:\tabwin\br_municip.map
"Município";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"351000 CANDIDO MOTA";525;477;55;0;0;3;373;1433
"351010 CANDIDO RODRIGUES";0;0;0;0;0;0;0;0
"351015 CANITAR";0;0;0;0;0;0;0;0
"351020 CAPAO BONITO";2142;2223;188;0;1;3;679;5236
"351030 CAPELA DO ALTO";0;0;0;0;0;0;0;0
"351040 CAPIVARI";4108;2556;238;0;13;13;781;7709
"351050 CARAGUATATUBA";6381;1750;302;0;12;25;1179;9649
"351060 CARAPICUIBA";12010;14300;627;0;20;104;2224;29285
"351070 CARDOSO";162;433;12;0;0;0;58;665
"351080 CASA BRANCA";1024;782;41;0;0;12;407;2266
"351090 CASSIA DOS COQUEIROS";0;0;0;0;0;0;0;0
"351100 CASTILHO";84;258;0;0;0;0;63;405
"351110 CATANDUVA";20826;11346;816;4;124;262;2614;35992
"351120 CATIGUA";0;0;0;0;0;0;0;0
"351130 CEDRAL";0;0;0;0;0;0;0;0
"351140 CERQUEIRA CESAR";288;468;45;0;0;0;59;860
"351150 CERQUILHO";637;978;58;0;26;2;252;1953
"351160 CESARIO LANGE";167;424;0;0;0;0;119;710
"351170 CHARQUEADA";288;179;17;0;0;0;23;507
"351190 CLEMENTINA";81;55;2;0;0;0;0;138
"351200 COLINA";294;164;34;0;1;1;172;666
"351210 COLOMBIA";32;57;22;0;0;0;40;151
"351220 CONCHAL";134;589;23;0;2;0;109;857
"351230 CONCHAS";340;885;14;0;0;0;48;1287
"351240 CORDEIROPOLIS";0;0;0;0;0;0;0;0
"351250 COROADOS";0;0;0;0;0;0;0;0
"351260 CORONEL MACEDO";0;0;0;0;0;0;0;0
"351270 CORUMBATAI";0;0;0;0;0;0;0;0
"351280 COSMOPOLIS";433;655;66;0;3;0;246;1403
"351290 COSMORAMA";0;0;0;0;0;0;0;0
"351300 COTIA";1;79;0;0;0;0;0;80
"351310 CRAVINHOS";0;0;0;0;0;0;0;0
"351320 CRISTAIS PAULISTA";0;0;0;0;0;0;0;0
"351330 CRUZALIA";0;0;0;0;0;0;0;0
"351340 CRUZEIRO";4322;2502;184;0;155;20;882;8065
"351350 CUBATAO";6114;3792;245;0;55;9;2059;12274
"351360 CUNHA";595;335;71;0;4;0;230;1235
"351370 DESCALVADO";380;778;29;0;0;0;14;1201
"351380 DIADEMA";39269;34581;7383;0;42;78;2171;83524
"351385 DIRCE REIS";0;0;0;0;0;0;0;0
"351390 DIVINOLANDIA";448;746;158;0;0;12;122;1486
"351400 DOBRADA";0;0;0;0;0;0;0;0
"351410 DOIS CORREGOS";789;1437;55;0;0;1;421;2703
"351420 DOLCINOPOLIS";0;0;0;0;0;0;0;0
"351430 DOURADO";96;128;25;0;1;0;11;261
"351440 DRACENA";3534;2499;116;0;1;24;323;6497
"351450 DUARTINA";482;752;16;0;1;0;241;1492
"351460 DUMONT";0;0;0;0;0;0;0;0
"351470 ECHAPORA";0;0;0;0;0;0;0;0
"351480 ELDORADO";5;194;0;0;0;0;0;199
"351490 ELIAS FAUSTO";0;0;0;0;0;0;0;0
"351492 ELISIARIO";0;0;0;0;0;0;0;0
"351495 EMBAUBA";0;0;0;0;0;0;0;0
"351500 EMBU DAS ARTES";3193;2208;84;0;1;0;135;5621
"351510 EMBU-GUACU";0;49;0;0;0;0;0;49
"351512 EMILIANOPOLIS";0;0;0;0;0;0;0;0
"351515 ENGENHEIRO COELHO";0;0;0;0;0;0;0;0
"351518 ESPIRITO SANTO DO PINHAL";833;1646;47;0;2;5;659;3192
"351519 ESPIRITO SANTO DO TURVO";0;0;0;0;0;0;0;0
"351520 ESTRELA D'OESTE";133;87;24;0;0;0;73;317
"351530 ESTRELA DO NORTE";0;0;0;0;0;0;0;0
"351535 EUCLIDES DA CUNHA PAULISTA";0;0;0;0;0;0;0;0
"351540 FARTURA";393;640;47;0;2;0;114;1196
"351550 FERNANDOPOLIS";7004;3688;219;0;37;42;1908;12898
"351560 FERNANDO PRESTES";0;0;0;0;0;0;0;0
"351565 FERNAO";0;0;0;0;0;0;0;0
"351570 FERRAZ DE VASCONCELOS";10040;15662;523;0;47;0;586;26858
"351580 FLORA RICA";0;0;0;0;0;0;0;0
"351590 FLOREAL";0;0;0;0;0;0;0;0
"351600 FLORIDA PAULISTA";222;115;3;0;0;0;37;377
"351610 FLORINIA";0;0;0;0;0;0;0;0
"351620 FRANCA";11142;11834;720;15;33;524;3301;27569
"351630 FRANCISCO MORATO";10271;6255;423;0;21;148;1763;18881
"351640 FRANCO DA ROCHA";8782;2823;125;0;9;0;630;12369
"351650 GABRIEL MONTEIRO";0;0;0;0;0;0;0;0
"351660 GALIA";56;134;8;0;0;0;41;239
"351670 GARCA";799;1146;80;0;2;2;278;2307
"351680 GASTAO VIDIGAL";0;0;0;0;0;0;0;0
"351685 GAVIAO PEIXOTO";0;0;0;0;0;0;0;0
"351690 GENERAL SALGADO";324;363;8;0;0;0;0;695
"351700 GETULINA";138;264;0;0;0;0;0;402
"351710 GLICERIO";0;0;0;0;0;0;0;0
"351720 GUAICARA";0;0;0;0;0;0;0;0
"351730 GUAIMBE";0;0;0;0;0;0;0;0
"351740 GUAIRA";776;862;90;0;0;6;394;2128
"351750 GUAPIACU";0;0;0;0;0;0;0;0
"351760 GUAPIARA";179;279;22;0;0;0;80;560
"351770 GUARA";187;156;22;0;0;0;54;419
"351780 GUARACAI";51;30;1;0;0;0;0;82
"351790 GUARACI";0;0;0;0;0;0;0;0
"351800 GUARANI D'OESTE";0;0;0;0;0;0;0;0
"351810 GUARANTA";0;0;0;0;0;0;0;0
"351820 GUARARAPES";362;303;40;0;0;4;16;725
"351830 GUARAREMA";1268;1229;39;0;5;0;329;2870
"351840 GUARATINGUETA";7733;5873;707;0;44;35;1168;15560
"351850 GUAREI";0;0;0;0;0;0;0;0
"351860 GUARIBA";527;567;83;0;3;2;444;1626
"351870 GUARUJA";11831;10627;556;0;36;68;4612;27730
"351880 GUARULHOS";76655;43756;2160;0;181;533;10577;133862
"351885 GUATAPARA";0;0;0;0;0;0;0;0
"351890 GUZOLANDIA";0;0;0;0;0;0;0;0
"351900 HERCULANDIA";143;77;0;0;0;0;2;222
"351905 HOLAMBRA";0;0;0;0;0;0;0;0
"351907 HORTOLANDIA";3358;4004;105;0;2;0;0;7469
"351910 IACANGA";26;78;8;0;0;0;15;127
"351920 IACRI";26;27;3;0;0;0;0;56
"351925 IARAS";0;0;0;0;0;0;0;0
"351930 IBATE";248;663;39;0;2;4;21;977
"351940 IBIRA";89;316;6;0;0;0;138;549
"351950 IBIRAREMA";0;0;0;0;0;0;0;0
"351960 IBITINGA";897;757;125;0;0;20;422;2221
"351970 IBIUNA";616;855;110;0;4;2;481;2068
"351980 ICEM";0;0;0;0;0;0;0;0
"351990 IEPE";233;254;17;0;0;0;39;543
"352000 IGARACU DO TIETE";176;380;0;0;0;0;72;628
"352010 IGARAPAVA";761;831;24;0;2;0;345;1963
"352020 IGARATA";0;1;0;0;0;0;0;1
"352030 IGUAPE";56;24;0;0;0;0;0;80
"352040 ILHABELA";1264;172;71;0;0;0;63;1570
"352042 ILHA COMPRIDA";0;0;0;0;0;0;0;0
"352044 ILHA SOLTEIRA";1517;1197;52;0;0;9;240;3015
"352050 INDAIATUBA";6165;3622;365;0;16;28;198;10394
"352060 INDIANA";0;0;0;0;0;0;0;0
"352070 INDIAPORA";91;270;8;0;0;0;8;377
"352080 INUBIA PAULISTA";0;0;0;0;0;0;0;0
"352090 IPAUSSU";171;250;20;0;0;0;87;528
"352100 IPERO";0;0;0;0;0;0;0;0
"352110 IPEUNA";0;0;0;0;0;0;0;0
"352115 IPIGUA";0;0;0;0;0;0;0;0
"352120 IPORANGA";0;0;0;0;0;0;0;0
"352130 IPUA";279;369;8;0;0;0;11;667
"352140 IRACEMAPOLIS";0;0;0;0;0;0;0;0
"352150 IRAPUA";0;0;0;0;0;0;0;0
"352160 IRAPURU";0;0;0;0;0;0;0;0
"352170 ITABERA";428;421;5;0;0;0;117;971
"352180 ITAI";394;125;27;0;0;0;37;583
"352190 ITAJOBI";140;362;12;0;0;0;138;652
"352200 ITAJU";0;0;0;0;0;0;0;0
"352210 ITANHAEM";5467;2508;188;0;11;17;476;8667
"352215 ITAOCA";0;0;0;0;0;0;0;0
"352220 ITAPECERICA DA SERRA";1738;6660;1077;0;34;0;1518;11027
"352230 ITAPETININGA";7045;4000;309;0;128;46;1591;13119
"352240 ITAPEVA";8647;5912;246;0;15;279;1190;16289
"352250 ITAPEVI";11346;8957;465;0;18;25;1766;22577
"352260 ITAPIRA";4097;13902;204;0;4;31;1011;19249
"352265 ITAPIRAPUA PAULISTA";0;0;0;0;0;0;0;0
"352270 ITAPOLIS";1646;899;98;0;2;15;518;3178
"352280 ITAPORANGA";604;672;28;0;1;0;251;1556
"352290 ITAPUI";80;134;10;0;0;0;48;272
"352300 ITAPURA";0;0;0;0;0;0;0;0
"352310 ITAQUAQUECETUBA";10815;8854;368;0;54;30;1978;22099
"352320 ITARARE";1340;1653;99;0;3;26;614;3735
"352330 ITARIRI";0;0;0;0;0;0;0;0
"352340 ITATIBA";3470;2545;235;0;4;30;675;6959
"352350 ITATINGA";67;140;0;0;0;0;0;207
"352360 ITIRAPINA";92;180;28;0;0;0;2;302
"352370 ITIRAPUA";0;0;0;0;0;0;0;0
"352380 ITOBI";0;0;0;0;0;0;0;0
"352390 ITU";8409;9737;795;0;66;77;1790;20874
"352400 ITUPEVA";464;335;29;0;0;0;19;847
"352410 ITUVERAVA";2224;921;82;0;3;5;288;3523
"352420 JABORANDI";66;97;1;0;0;0;0;164
"352430 JABOTICABAL";541;751;83;0;3;6;155;1539
"352440 JACAREI";9329;5803;536;0;38;36;1456;17198
"352450 JACI";654;5857;9;0;0;0;253;6773
"352460 JACUPIRANGA";0;0;0;0;0;0;0;0
"352470 JAGUARIUNA";2536;1936;117;0;0;13;252;4854
"352480 JALES";4136;3991;176;0;14;32;1309;9658
"352490 JAMBEIRO";0;0;0;0;0;0;0;0
"352500 JANDIRA";2389;2149;48;0;0;0;309;4895
"352510 JARDINOPOLIS";424;1059;41;0;0;0;328;1852
"352520 JARINU";0;137;0;0;0;0;0;137
"352530 JAU";23472;10123;738;157;52;134;2922;37598
"352540 JERIQUARA";0;0;0;0;0;0;0;0
"352550 JOANOPOLIS";127;28;5;0;0;0;47;207
"352560 JOAO RAMALHO";0;0;0;0;0;0;0;0
"352570 JOSE BONIFACIO";335;653;55;0;2;15;310;1370
"352580 JULIO MESQUITA";0;0;0;0;0;0;0;0
"352585 JUMIRIM";0;0;0;0;0;0;0;0
"352590 JUNDIAI";36659;18847;1535;0;99;362;2148;59650
"352600 JUNQUEIROPOLIS";382;389;31;0;0;0;53;855
"352610 JUQUIA";312;37;0;0;0;0;0;349
"352620 JUQUITIBA";0;0;0;0;0;0;0;0
"352630 LAGOINHA";0;0;0;0;0;0;0;0
"352640 LARANJAL PAULISTA";477;1208;31;0;6;2;276;2000
"352650 LAVINIA";0;0;0;0;0;0;0;0
"352660 LAVRINHAS";0;0;0;0;0;0;0;0
"352670 LEME";3041;2965;122;0;33;16;545;6722
"352680 LENCOIS PAULISTA";1945;2091;80;0;17;11;388;4532
"352690 LIMEIRA";20499;11980;739;0;24;441;3329;37012
"352700 LINDOIA";0;0;0;0;0;0;0;0
"352710 LINS";3150;2605;125;0;1;30;720;6631
"352720 LORENA";3446;1829;211;0;9;36;308;5839
"352725 LOURDES";0;0;0;0;0;0;0;0
"352730 LOUVEIRA";741;605;36;0;0;0;271;1653
"352740 LUCELIA";558;263;40;0;0;1;7;869
"352750 LUCIANOPOLIS";0;0;0;0;0;0;0;0
"352760 LUIS ANTONIO";0;0;0;0;0;0;0;0
"352770 LUIZIANIA";3;3;1;0;0;0;0;7
"352780 LUPERCIO";0;0;0;0;0;0;0;0
"352790 LUTECIA";0;0;0;0;0;0;0;0
"352800 MACATUBA";378;320;20;0;0;0;145;863
"352810 MACAUBAL";0;56;0;0;0;0;0;56
"352820 MACEDONIA";0;0;0;0;0;0;0;0
"352830 MAGDA";0;0;0;0;0;0;0;0
"352840 MAIRINQUE";0;0;0;0;0;0;0;0
"352850 MAIRIPORA";554;1439;46;0;0;0;546;2585
"352860 MANDURI";0;0;0;0;0;0;0;0
"352870 MARABA PAULISTA";0;0;0;0;0;0;0;0
"352880 MARACAI";112;86;17;0;0;0;61;276
"352885 MARAPOAMA";0;0;0;0;0;0;0;0
"352890 MARIAPOLIS";0;0;0;0;0;0;0;0
"352900 MARILIA";24548;9191;665;8;48;819;3577;38856
"352910 MARINOPOLIS";0;0;0;0;0;0;0;0
"352920 MARTINOPOLIS";884;1865;62;0;3;1;476;3291
"352930 MATAO";3758;4188;115;2;2;14;772;8851
"352940 MAUA";15720;12229;379;0;94;0;2343;30765
"352950 MENDONCA";0;0;0;0;0;0;0;0
"352960 MERIDIANO";0;0;0;0;0;0;0;0
"352965 MESOPOLIS";0;0;0;0;0;0;0;0
"352970 MIGUELOPOLIS";222;453;25;0;1;0;128;829
"352980 MINEIROS DO TIETE";0;0;0;0;0;0;0;0
"352990 MIRACATU";106;21;0;0;0;0;0;127
"353000 MIRA ESTRELA";0;0;0;0;0;0;0;0
"353010 MIRANDOPOLIS";1523;3243;164;0;40;0;805;5775
"353020 MIRANTE DO PARANAPANEMA";0;0;0;0;0;0;0;0
"353030 MIRASSOL";768;354;88;0;0;2;361;1573
"353040 MIRASSOLANDIA";0;0;0;0;0;0;0;0
"353050 MOCOCA";2470;2219;164;1;9;35;626;5524
"353060 MOGI DAS CRUZES";26637;22591;5635;0;29;1009;4571;60472
"353070 MOGI GUACU";8293;5076;348;0;143;62;817;14739
"353080 MOGI MIRIM";2986;2300;140;0;8;171;670;6275
"353090 MOMBUCA";0;0;0;0;0;0;0;0
"353100 MONCOES";0;0;0;0;0;0;0;0
"353110 MONGAGUA";0;351;3;0;0;0;108;462
"353120 MONTE ALEGRE DO SUL";0;0;0;0;0;0;0;0
"353130 MONTE ALTO";1456;970;60;0;2;7;372;2867
"353140 MONTE APRAZIVEL";408;658;16;0;0;0;136;1218
"353150 MONTE AZUL PAULISTA";554;1073;26;0;6;0;400;2059
"353160 MONTE CASTELO";0;0;0;0;0;0;0;0
"353170 MONTEIRO LOBATO";0;0;0;0;0;0;0;0
"353180 MONTE MOR";526;87;35;0;5;1;14;668
"353190 MORRO AGUDO";371;373;88;0;0;8;75;915
"353200 MORUNGABA";136;207;4;0;0;0;26;373
"353205 MOTUCA";0;0;0;0;0;0;0;0
"353210 MURUTINGA DO SUL";10;98;9;0;0;0;0;117
"353215 NANTES";0;0;0;0;0;0;0;0
"353220 NARANDIBA";0;0;0;0;0;0;0;0
"353230 NATIVIDADE DA SERRA";0;0;0;0;0;0;0;0
"353240 NAZARE PAULISTA";75;52;34;0;0;0;3;164
"353250 NEVES PAULISTA";163;351;0;0;0;0;4;518
"353260 NHANDEARA";565;1122;31;0;1;0;273;1992
"353270 NIPOA";0;0;0;0;0;0;0;0
"353280 NOVA ALIANCA";0;0;0;0;0;0;0;0
"353282 NOVA CAMPINA";0;0;0;0;0;0;0;0
"353284 NOVA CANAA PAULISTA";0;0;0;0;0;0;0;0
"353286 NOVA CASTILHO";0;0;0;0;0;0;0;0
"353290 NOVA EUROPA";57;228;8;0;0;0;65;358
"353300 NOVA GRANADA";1010;2067;20;0;0;2;249;3348
"353310 NOVA GUATAPORANGA";0;0;0;0;0;0;0;0
"353320 NOVA INDEPENDENCIA";0;0;0;0;0;0;0;0
"353325 NOVAIS";0;0;0;0;0;0;0;0
"353330 NOVA LUZITANIA";0;0;0;0;0;0;0;0
"353340 NOVA ODESSA";1052;1083;144;0;0;11;19;2309
"353350 NOVO HORIZONTE";1151;1024;44;0;2;8;140;2369
"353360 NUPORANGA";0;0;0;0;0;0;0;0
"353370 OCAUCU";0;0;0;0;0;0;0;0
"353380 OLEO";0;0;0;0;0;0;0;0
"353390 OLIMPIA";868;942;128;0;1;26;439;2404
"353400 ONDA VERDE";0;0;0;0;0;0;0;0
"353410 ORIENTE";0;0;0;0;0;0;0;0
"353420 ORINDIUVA";0;0;0;0;0;0;0;0
"353430 ORLANDIA";829;1293;91;0;3;5;450;2671
"353440 OSASCO";19138;29699;1653;0;116;6;5783;56395
"353450 OSCAR BRESSANE";0;0;0;0;0;0;0;0
"353460 OSVALDO CRUZ";1355;1934;59;0;2;14;398;3762
"353470 OURINHOS";5055;8900;345;0;68;36;2248;16652
"353475 OUROESTE";0;4;14;0;0;0;0;18
"353480 OURO VERDE";0;0;0;0;0;0;0;0
"353490 PACAEMBU";84;299;1;0;0;0;0;384
"353500 PALESTINA";0;0;0;0;0;0;0;0
"353510 PALMARES PAULISTA";0;0;0;0;0;0;0;0
"353520 PALMEIRA D'OESTE";117;225;8;0;0;0;35;385
"353530 PALMITAL";676;364;57;0;1;0;214;1312
"353540 PANORAMA";197;446;6;0;0;0;5;654
"353550 PARAGUACU PAULISTA";1400;2191;126;0;1;1;651;4370
"353560 PARAIBUNA";97;132;0;0;0;0;40;269
"353570 PARAISO";0;0;0;0;0;0;0;0
"353580 PARANAPANEMA";74;268;8;0;1;0;45;396
"353590 PARANAPUA";0;0;0;0;0;0;0;0
"353600 PARAPUA";79;138;0;0;0;0;0;217
"353610 PARDINHO";0;0;0;0;0;0;0;0
"353620 PARIQUERA-ACU";7548;3822;326;0;46;17;1019;12778
"353625 PARISI";0;0;0;0;0;0;0;0
"353630 PATROCINIO PAULISTA";167;102;39;0;0;0;60;368
"353640 PAULICEIA";0;0;0;0;0;0;0;0
"353650 PAULINIA";4625;4602;181;0;6;0;623;10037
"353657 PAULISTANIA";0;0;0;0;0;0;0;0
"353660 PAULO DE FARIA";103;116;0;0;0;0;0;219
"353670 PEDERNEIRAS";914;1645;81;0;4;3;600;3247
"353680 PEDRA BELA";0;0;0;0;0;0;0;0
"353690 PEDRANOPOLIS";0;0;0;0;0;0;0;0
"353700 PEDREGULHO";111;329;32;0;0;0;73;545
"353710 PEDREIRA";157;90;121;0;0;9;0;377
"353715 PEDRINHAS PAULISTA";0;0;0;0;0;0;0;0
"353720 PEDRO DE TOLEDO";0;0;0;0;0;0;0;0
"353730 PENAPOLIS";2129;1874;172;0;16;46;743;4980
"353740 PEREIRA BARRETO";822;768;53;0;0;8;277;1928
"353750 PEREIRAS";0;0;0;0;0;0;0;0
"353760 PERUIBE";571;1377;38;0;1;0;103;2090
"353770 PIACATU";0;0;0;0;0;0;0;0
"353780 PIEDADE";788;1788;71;0;1;5;584;3237
"353790 PILAR DO SUL";436;460;16;0;1;0;265;1178
"353800 PINDAMONHANGABA";6974;3191;314;0;15;27;516;11037
"353810 PINDORAMA";0;0;0;0;0;0;0;0
"353820 PINHALZINHO";0;0;0;0;0;0;0;0
"353830 PIQUEROBI";0;0;0;0;0;0;0;0
"353850 PIQUETE";0;0;0;0;0;0;0;0
"353860 PIRACAIA";769;1865;9;0;1;0;313;2957
"353870 PIRACICABA";18448;16290;760;1;76;441;3916;39932
"353880 PIRAJU";1001;831;75;0;0;0;466;2373
"353890 PIRAJUI";262;1957;23;0;0;0;42;2284
"353900 PIRANGI";53;372;8;0;0;0;174;607
"353910 PIRAPORA DO BOM JESUS";0;0;0;0;0;0;0;0
"353920 PIRAPOZINHO";0;70;0;0;0;0;0;70
"353930 PIRASSUNUNGA";2351;732;116;0;2;28;497;3726
"353940 PIRATININGA";292;313;5;0;11;0;143;764
"353950 PITANGUEIRAS";733;855;69;0;2;9;199;1867
"353960 PLANALTO";0;0;0;0;0;0;0;0
"353970 PLATINA";0;0;0;0;0;0;0;0
"353980 POA";505;462;18;0;0;0;25;1010
"353990 POLONI";0;0;0;0;0;0;0;0
"354000 POMPEIA";501;536;29;0;1;0;169;1236
"354010 PONGAI";0;0;0;0;0;0;0;0
"354020 PONTAL";450;913;37;0;0;0;87;1487
"354025 PONTALINDA";0;0;0;0;0;0;0;0
"354030 PONTES GESTAL";0;0;0;0;0;0;0;0
"354040 POPULINA";77;272;9;0;0;0;22;380
"354050 PORANGABA";0;0;0;0;0;0;0;0
"354060 PORTO FELIZ";765;672;64;0;0;0;310;1811
"354070 PORTO FERREIRA";1397;2829;80;0;1;12;28;4347
"354075 POTIM";0;0;0;0;0;0;0;0
"354080 POTIRENDABA";178;131;18;0;0;0;91;418
"354085 PRACINHA";0;0;0;0;0;0;0;0
"354090 PRADOPOLIS";0;0;0;0;0;0;0;0
"354100 PRAIA GRANDE";5070;5196;282;0;18;49;958;11573
"354105 PRATANIA";0;0;0;0;0;0;0;0
"354110 PRESIDENTE ALVES";0;0;0;0;0;0;0;0
"354120 PRESIDENTE BERNARDES";241;317;43;0;0;0;0;601
"354130 PRESIDENTE EPITACIO";1318;821;103;0;2;3;589;2836
"354140 PRESIDENTE PRUDENTE";22735;16859;819;7;28;515;4782;45745
"354150 PRESIDENTE VENCESLAU";1129;869;41;0;1;0;520;2560
"354160 PROMISSAO";3456;3952;147;0;3;0;651;8209
"354165 QUADRA";0;0;0;0;0;0;0;0
"354170 QUATA";0;0;0;0;0;0;0;0
"354180 QUEIROZ";0;0;0;0;0;0;0;0
"354190 QUELUZ";202;50;9;0;0;0;16;277
"354200 QUINTANA";0;0;0;0;0;0;0;0
"354210 RAFARD";0;0;0;0;0;0;0;0
"354220 RANCHARIA";2111;735;207;0;2;13;696;3764
"354230 REDENCAO DA SERRA";0;0;0;0;0;0;0;0
"354240 REGENTE FEIJO";94;290;1;0;0;0;0;385
"354250 REGINOPOLIS";0;0;0;0;0;0;0;0
"354260 REGISTRO";962;1178;164;0;5;8;394;2711
"354270 RESTINGA";0;0;0;0;0;0;0;0
"354280 RIBEIRA";0;0;0;0;0;0;0;0
"354290 RIBEIRAO BONITO";200;116;21;0;1;0;61;399
"354300 RIBEIRAO BRANCO";571;447;11;0;3;0;115;1147
"354310 RIBEIRAO CORRENTE";0;0;0;0;0;0;0;0
"354320 RIBEIRAO DO SUL";0;0;0;0;0;0;0;0
"354323 RIBEIRAO DOS INDIOS";0;0;0;0;0;0;0;0
"354325 RIBEIRAO GRANDE";0;0;0;0;0;0;0;0
"354330 RIBEIRAO PIRES";3291;2355;12;0;3;0;295;5956
"354340 RIBEIRAO PRETO";98399;48589;3052;96;1996;1792;12673;166597
"354350 RIVERSUL";0;0;0;0;0;0;0;0
"354360 RIFAINA";0;0;0;0;0;0;0;0
"354370 RINCAO";0;0;0;0;0;0;0;0
"354380 RINOPOLIS";248;397;6;0;1;0;97;749
"354390 RIO CLARO";3976;9481;252;0;6;115;1286;15116
"354400 RIO DAS PEDRAS";366;453;105;0;0;0;228;1152
"354410 RIO GRANDE DA SERRA";0;0;0;0;0;0;0;0
"354420 RIOLANDIA";66;166;4;0;1;0;44;281
"354425 ROSANA";1388;1760;77;0;12;8;456;3701
"354430 ROSEIRA";0;0;0;0;0;0;0;0
"354440 RUBIACEA";0;0;0;0;0;0;0;0
"354450 RUBINEIA";0;0;0;0;0;0;0;0
"354460 SABINO";0;0;0;0;0;0;0;0
"354470 SAGRES";0;0;0;0;0;0;0;0
"354480 SALES";0;0;0;0;0;0;0;0
"354490 SALES OLIVEIRA";87;33;10;0;0;0;0;130
"354500 SALESOPOLIS";302;56;8;0;0;0;0;366
"354510 SALMOURAO";0;0;0;0;0;0;0;0
"354515 SALTINHO";0;0;0;0;0;0;0;0
"354520 SALTO";4005;3126;176;0;11;8;1127;8453
"354530 SALTO DE PIRAPORA";842;2872;230;0;0;1;429;4374
"354540 SALTO GRANDE";102;568;21;0;0;0;9;700
"354550 SANDOVALINA";0;0;0;0;0;0;0;0
"354560 SANTA ADELIA";237;418;5;0;0;0;4;664
"354570 SANTA ALBERTINA";0;0;0;0;0;0;0;0
"354580 SANTA BARBARA D'OESTE";3554;2450;198;0;9;26;993;7230
"354600 SANTA BRANCA";194;317;0;0;0;0;91;602
"354610 SANTA CLARA D'OESTE";0;0;0;0;0;0;0;0
"354620 SANTA CRUZ DA CONCEICAO";0;0;0;0;0;0;0;0
"354625 SANTA CRUZ DA ESPERANCA";0;0;0;0;0;0;0;0
"354630 SANTA CRUZ DAS PALMEIRAS";239;93;62;0;3;0;164;561
"354640 SANTA CRUZ DO RIO PARDO";914;1196;54;0;9;13;320;2506
"354650 SANTA ERNESTINA";0;0;0;0;0;0;0;0
"354660 SANTA FE DO SUL";1887;2319;84;0;0;8;461;4759
"354670 SANTA GERTRUDES";0;0;0;0;0;0;0;0
"354680 SANTA ISABEL";2885;2146;614;0;2;13;560;6220
"354690 SANTA LUCIA";0;0;0;0;0;0;0;0
"354700 SANTA MARIA DA SERRA";0;0;0;0;0;0;0;0
"354710 SANTA MERCEDES";0;0;0;0;0;0;0;0
"354720 SANTANA DA PONTE PENSA";0;0;0;0;0;0;0;0
"354730 SANTANA DE PARNAIBA";0;0;0;0;0;0;0;0
"354740 SANTA RITA D'OESTE";0;0;0;0;0;0;0;0
"354750 SANTA RITA DO PASSA QUATRO";698;1089;32;0;19;16;315;2169
"354760 SANTA ROSA DE VITERBO";233;628;20;0;0;1;26;908
"354765 SANTA SALETE";0;0;0;0;0;0;0;0
"354770 SANTO ANASTACIO";505;719;19;0;1;0;182;1426
"354780 SANTO ANDRE";25651;19997;1100;0;137;62;8001;54948
"354790 SANTO ANTONIO DA ALEGRIA";0;12;0;0;0;0;0;12
"354800 SANTO ANTONIO DE POSSE";0;0;0;0;0;0;0;0
"354805 SANTO ANTONIO DO ARACANGUA";0;0;0;0;0;0;0;0
"354810 SANTO ANTONIO DO JARDIM";0;0;0;0;0;0;0;0
"354820 SANTO ANTONIO DO PINHAL";0;0;0;0;0;0;0;0
"354830 SANTO EXPEDITO";0;0;0;0;0;0;0;0
"354840 SANTOPOLIS DO AGUAPEI";0;0;0;0;0;0;0;0
"354850 SANTOS";45154;39921;1044;4;454;536;9725;96838
"354860 SAO BENTO DO SAPUCAI";247;432;28;0;1;0;91;799
"354870 SAO BERNARDO DO CAMPO";30507;8225;1011;0;22;367;3996;44128
"354880 SAO CAETANO DO SUL";30543;17690;321;0;103;0;5242;53899
"354890 SAO CARLOS";11360;27734;472;0;104;336;1859;41865
"354900 SAO FRANCISCO";0;0;0;0;0;0;0;0
"354910 SAO JOAO DA BOA VISTA";6517;5505;337;0;36;39;1017;13451
"354920 SAO JOAO DAS DUAS PONTES";0;0;0;0;0;0;0;0
"354925 SAO JOAO DE IRACEMA";0;0;0;0;0;0;0;0
"354930 SAO JOAO DO PAU D'ALHO";0;0;0;0;0;0;0;0
"354940 SAO JOAQUIM DA BARRA";3570;4518;95;0;4;12;425;8624
"354950 SAO JOSE DA BELA VISTA";0;0;0;0;0;0;0;0
"354960 SAO JOSE DO BARREIRO";0;0;0;0;0;0;0;0
"354970 SAO JOSE DO RIO PARDO";2586;2674;96;0;3;16;349;5724
"354980 SAO JOSE DO RIO PRETO";35243;22782;1862;76;424;1677;9049;71113
"354990 SAO JOSE DOS CAMPOS";38453;40877;2674;11;120;310;3573;86018
"354995 SAO LOURENCO DA SERRA";0;0;0;0;0;0;0;0
"355000 SAO LUIS DO PARAITINGA";150;417;0;0;0;0;102;669
"355010 SAO MANUEL";276;1991;66;0;3;10;633;2979
"355020 SAO MIGUEL ARCANJO";0;0;0;0;0;0;0;0
"355030 SAO PAULO";1191433;519122;26802;1503;24582;11395;141295;1916132
